Období;1. Nefinanční podniky - do 1 roku;2. Nefinanční podniky - od 1 roku do 5 let;3. Nefinanční podniky - nad 5 let;4. Nefinanční podniky - celkem;4.1 z toho: Nefinanční podniky - syndikované úvěry - celkem;5 .Domácnosti - úvěry na spotřebu - do 1 roku;6. Domácnosti - úvěry na spotřebu - od 1 roku do 5 let;7. Domácnosti - úvěry na spotřebu - nad 5 let;8. Domácnosti - úvěry na spotřebu - celkem;9. Domácnosti - úvěry na bydlení - do 1 roku;10. Domácnosti - úvěry na bydlení - od 1 roku do 5 let;11. Domácnosti - úvěry na bydlení - nad 5 let;12. Domácnosti - úvěry na bydlení - celkem;13. Domácnosti - ostatní úvěry - do 1 roku;14. Domácnosti - ostatní úvěry - od 1 roku do 5 let;15. Domácnosti - ostatní úvěry - nad 5 let;16. Domácnosti - ostatní úvěry - celkem;17. Domácnosti - celkem;18. Fin. instituce jiné než měnové (bez poj.spol. a penzijních fondů) - celkem;19. Fin. instituce jiné než měnové (bez poj. spol. a penzijních fondů) - do 1 roku;20. Pojišťovací společnosti a penzijní fondy - celkem;21. Pojišťovací společnosti a penzijní fondy -  do 1 roku;22. Vládní instituce - celkem;23. Ústřední vládní instituce - celkem;24. Ostatní vládní instituce  - celkem;
2005-02-28;195239,7;117529,6;161814,4;474583,7;;15148,9;36883,5;15189,6;67222;495,9;10612,6;205135,8;216244,3;10025,8;8521,5;18776,4;37323,7;320790;111468;28121,8;2101,6;386,6;127899;104506,9;23392,1;
2005-01-31;188697,2;117847,3;158092,7;464637,2;;15410,3;37253,9;14604,3;67268,5;487,3;10478,8;202034,7;213000,8;9964,5;8641,1;18521,3;37127;317396,3;111203,6;27767,8;2239,6;1505,1;131596,4;108231;23365,4;
2004-12-31;187754,6;115381,8;157896,8;461033,2;;16260,3;37893,8;14143,4;68297,5;477,1;10418,3;198871,2;209766,6;10969,3;8229,4;17954,1;37152,9;315217;110940,1;27461,6;2230,4;1517,7;132775,6;109307,7;23467,9;
2004-11-30;197622;118573;159799;475994;;15059,4;36428,7;12609,5;64097,6;499,2;9909,6;191874,8;202283,6;9989,9;8139,3;17305,2;35434,4;301815,6;109460,3;23820,9;2275,6;1503,6;137771,1;114775,9;22995,2;
2004-10-31;197200,9;118623,9;159448,7;475273,5;;14631;36412;11528,5;62571,4;488,9;9357,5;186625,4;196471,8;9835,2;8179,1;16886,8;34901,1;293944,4;108202,4;23120;2785,9;1954;142072,1;119876,6;22195,5;
2004-09-30;193390,2;115718,9;158234,6;467343,7;;14047;36394,8;10358,6;60800,4;478,1;15045,6;175650,1;191173,8;9502,9;8121,3;16523,1;34147,3;286121,4;107407,5;21129,2;3040,8;2142,9;143943,9;122184,8;21759,1;
2004-08-31;180636,2;115014,4;157777,4;453428;;13747,1;35936,1;9860,1;59543,3;448,2;14542,5;170706,2;185697;9212,7;7964,6;16056,3;33233,6;278474;108420,8;20641,5;2431,2;1507,8;148952,1;127394,5;21557,6;
2004-07-31;182663,4;109021,4;155201;446885,8;;13362,8;35659,7;9593,5;58616;584,3;16764,1;162726;180074,4;9227,6;7875,6;15765,2;32868,4;271558,8;110845,2;22711,9;2697,5;1773,9;152116,5;130824,2;21292,2;
2004-06-30;183881,4;106816,3;151602,5;442300,2;;12650,1;35433;9379,5;57462,6;584,2;16591,3;160713,3;177888,8;9188,9;7854,8;15402,1;32445,8;267797,2;113135,9;25803,5;2955,2;2037,5;157781,5;136908,8;20872,7;
2004-05-31;185855,9;106984,4;148222,9;441063,2;;11987,6;35057,8;9144,9;56190,3;583;16500,4;155481,2;172564,5;8732,9;7403,2;15055,9;31192;259946,9;111793,7;25617,7;3866,1;2955,1;170684;149877,5;20806,6;
2004-04-30;189882,2;105615,7;147889,1;443387;;11902;34579,3;8963,1;55444,4;541,7;16340,2;151037,2;167919,1;8606,7;7340,7;13965,4;29912,8;253276,3;110645,4;23064,3;3648,1;2790,2;168651,1;148277,2;20373,8;
2004-03-31;188899,7;104582,2;142576,7;436058,6;;11881;33812,7;8839,8;54533,5;536,6;16161,1;149155,8;165853,5;8345,2;7214,6;11156,2;26716;247103,1;107369,4;23144,1;3583,7;2672,8;169885,4;149877;20008,3;
2004-02-29;187657;106530;141887,8;436074,9;;12449,4;33307,3;8772,5;54529,1;543,6;16129,3;145179,9;161852,8;8170,5;8114,6;11347,7;27632,8;244014,8;105005,5;21922,9;3559,2;2673,3;176500,3;156216,6;20283,7;
2004-01-31;188982,3;100771;139074,3;428827,6;;12259,1;33410,6;8625,4;54295;624,7;16546,3;144866;162037;8357,9;7871,2;11219,6;27448,7;243780,7;111332,3;27430,6;3898,6;2986,6;172348,3;152208,5;20139,8;
2003-12-31;184689,6;100062,8;147522;432274,4;;11807,4;33728,7;8827,3;54363,4;2124,9;35904,1;117191,7;155220,7;9504,1;7211,7;11228,2;27944;237528,1;116900,1;35489,3;4927,2;3658,2;222966,1;200753;22213,1;
2003-11-30;194857,6;104810,6;147496,8;447165;;10829,2;31907,1;8130,4;50866,7;2129,2;34620,8;112352,7;149102,7;7929,8;7021,7;11124,8;26076,3;226045,8;117392,6;36250;2911,4;2512,6;227556,8;205714,5;21842,3;
2003-10-31;188634,7;98589;145139,3;432363;;13086,7;31058,8;7962,1;52107,6;2066,1;33532,7;109703,3;145302,1;7705,7;6852,3;11084,5;25642,5;223052,2;113371,8;33598,3;1089,2;690,4;228089,1;206781,2;21308;
2003-09-30;185954,8;97725,1;144675,9;428355,8;;10797,1;30603;7886;49286;1949,7;31923,8;106863,7;140737,2;6325,7;7008,6;10814,8;24149,1;214172,3;111258;32002,7;624,7;225,9;227672,2;206082,7;21589,6;
2003-08-31;185377,8;100798,2;149363,2;435539,3;;10729;30530,1;7528,7;48787,8;1814,3;30643,6;104074,2;136532,1;6795,8;8751,5;11683,3;27230,7;212550,6;109470,7;31697,3;936,3;537,5;228646,6;207722,5;20924,1;
2003-07-31;183587,6;102255,5;145626,4;431469,6;;10361,9;30600,5;7121,4;48083,8;1863;29867,5;100854,1;132584,6;6540,9;8646,1;11283,1;26470,2;207138,6;108856,1;30531,7;829,3;430,6;224829,9;203724,1;21105,8;
2003-06-30;181835,3;102688,7;145095,9;429619,9;;9965,1;29786,5;8492,5;48244,1;1684,3;28128,9;96943;126756,2;6155,9;8423,9;11381;25960,9;200961,2;110537,4;32126,1;410,9;12,3;218461,7;198165,6;20296,1;
2003-05-31;178889,3;104046,6;142396,9;425332,8;;9833;29396,6;7982,5;47212,1;1563,4;27308,7;94749,1;123621,2;6084,3;7906,4;12035,3;26026;196859,3;104120,7;29451,2;401,7;3,1;219097,4;197558,4;21538,9;
2003-04-30;185420,6;107802,2;147071,5;440294,3;;9502,9;29215,2;7785;46503;1499,4;26534,1;93092;121125,5;6401,4;8139,3;12144;26684,8;194313,3;104661,2;30580,6;1025,5;612,6;207407;187246,3;20160,7;
2003-03-31;184446,8;107708,8;148246,7;440402,3;;10726,8;27610,4;7527,1;45864,3;1433,5;25394,9;91236,8;118065,1;6306,3;7970,6;12187,3;26464,2;190393,6;100563,1;26973,1;509,1;96,3;206438,2;186153,6;20284,7;
2003-02-28;184941,6;105097,9;149178;439217,5;;10411,7;27083,4;7369,9;44865,1;1990,6;24771,8;89161,2;115923,5;6298,2;7997,6;12190,7;26486,4;187275;100977,5;27348,3;837;422,8;212767,9;193000,5;19767,4;
2003-01-31;189882,8;104549,1;148583,3;443015,2;;10119,4;26949,1;7227,6;44296,1;1953,1;24386,2;88018,6;114357,9;6248;8067,3;12179,1;26494,5;185148,4;103949,5;30863,7;429,3;14,3;209314,2;189554,4;19759,8;
2002-12-31;193220,7;101501,1;142000,9;436722,7;;10114,1;26874;6995,6;43983,8;2070,1;23768,6;86193,5;112032,2;6440,9;7179,3;11879,6;25499,8;181515,8;105537,2;36752,3;422,5;8,2;208503,5;188801,1;19702,4;
2002-11-30;197055,7;104650,5;144510,3;446216,6;;9179;24665,3;6487,4;40331,6;2172,4;23201,6;82729;108103;5951;8256,8;11983,5;26191,4;174626;100366;31616,7;416,4;12,2;210972;191642;19330;
2002-10-31;196460;107252;145572,2;449284,1;;9066,3;24144,8;4931,7;38142,8;2081,3;22382,7;81132,9;105596,9;5753,3;7315,8;13237,8;26306,9;170046,6;97842,3;30450,9;436,4;32,2;210997,9;192028,3;18969,6;
2002-09-30;198453,6;107388;142876,7;448718,3;;9770,6;23398,5;4598,7;37767,8;1920,6;21312,9;79325,9;102559,4;5639,7;7364,1;13153,7;26157,5;166484,7;98829,8;30554,1;616,7;215,4;207576,7;189380,3;18196,4;
2002-08-31;197541,4;110321,3;143667,3;451530;;8790,2;22748,4;4870;36408,6;1578,1;20716,3;78771,3;101065,6;5621,2;6814,6;11556,9;23992,6;161466,8;96852,4;27247,1;406,9;6,9;215898,3;197047,5;18850,9;
2002-07-31;195320,6;109834,1;143431,5;448586,2;;8428,2;22476,2;4847,9;35752,3;1545;20691,4;77134,8;99371,2;5748,5;6901,8;11320,3;23970,6;159094,1;90228,3;27247,7;413,2;14,7;214187,6;195566,1;18621,5;
2002-06-30;202045,6;117451,5;145861,1;465358,1;;7882,6;22069,2;4689,2;34641;1519,1;19864,5;75569,3;96952,9;6480,4;6880,7;11717,2;25078,4;156672,2;95488,9;36501,8;714,2;308,1;216434,3;198347,4;18086,8;
2002-05-31;198235,4;121196,2;148185,9;467617,5;;7397,2;21562;4486,6;33445,9;1386,4;19593,1;73791,9;94771,4;6021,1;6785,8;11890,7;24697,5;152914,7;96466,7;38505,4;546,4;141,9;227295,4;209047,5;18247,9;
2002-04-30;209299,4;121368;146065,5;476732,9;;7231,2;20744,2;4278,1;32253,5;1261,8;19213,6;68584,8;89060,2;6385,1;7633,6;15126,2;29144,9;150458,6;100902,5;40150,5;737,7;334,8;213414;195596,9;17817,2;
2002-03-31;229902,1;124524,5;148444,5;502871,1;;6440,4;20601,4;4114,8;31156,6;1239,9;18587,9;68064,5;87892,4;6129,3;8237,9;14718,1;29085,2;148134,2;104816,9;43125,4;776,3;375;183357,7;165426,7;17931;
2002-02-28;227500,4;125253,1;156795,2;509548,7;;6484;20238,7;4071,1;30793,8;1237,3;18407,7;67054,8;86699,8;6652,7;8184,9;15032,6;29870,1;147363,7;104937,5;43129,1;1155,5;1155,5;170422,6;154170,7;16252;
2002-01-31;227039,4;143678,6;145597,1;516315,1;;6641,7;19888,5;6805,1;33335,3;1229,2;17942,4;64202,3;83373,9;5543;8386,2;14666,2;28595,4;145304,5;104430,6;43237,4;1195,6;1195,6;167900,8;151327,2;16573,7;
