DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-02,100.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-03,98.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-04,99.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-05,95.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-06,99.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-07,96.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-08,97.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-09,99.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-10,101.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-11,100.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2018-12,101.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-01,103.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-02,103.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-03,103.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-04,105.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-05,103.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-06,104.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-07,103.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-08,100.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-09,103.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-10,102.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-11,103.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2019-12,103.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-01,105.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-02,106.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-03,106.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-04,105.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-05,104.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-06,106.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-07,105.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-08,106.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-09,106.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-10,106.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-11,107.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2020-12,104.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-01,109.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-02,108.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-03,105.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-04,106.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-05,101.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-06,107.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-07,107.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-08,106.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-09,105.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-10,104.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-11,106.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2021-12,103.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-01,111.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-02,109.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-03,112.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-04,112.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-05,110.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-06,116.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-07,119.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-08,117.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-09,119.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-10,119.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-11,120.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2022-12,118.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-01,124.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-02,126.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-03,131.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-04,133.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-05,133.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-06,132.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-07,135.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-08,132.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-09,135.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-10,134.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01185,CZ,2023-11,133.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2014-12,100.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-01,101.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-02,100.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-03,100.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-04,101.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-05,97.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-06,99.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-07,99.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-08,100.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-09,99.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-10,99.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-11,99.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2015-12,98.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-01,99.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-02,98.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-03,100.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-04,100.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-05,97.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-06,100.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-07,99.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-08,100.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-09,100.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-10,101.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-11,102.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2016-12,101.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-01,104.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-02,104.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-03,102.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-04,101.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-05,104.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-06,105.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-07,104.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-08,104.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-09,106.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-10,105.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-11,106.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2017-12,103.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-01,107.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-02,106.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-03,107.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-04,109.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-05,106.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-06,107.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-07,108.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-08,107.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-09,108.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-10,108.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-11,110.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2018-12,108.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-01,113.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-02,114.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-03,112.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-04,109.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-05,107.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-06,112.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-07,110.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-08,111.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-09,114.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-10,112.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-11,113.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2019-12,110.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-01,124.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-02,118.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-03,121.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-04,119.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-05,115.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-06,118.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-07,115.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-08,116.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-09,115.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-10,116.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-11,113.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2020-12,113.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-01,123.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-02,120.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-03,125.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-04,120.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-05,119.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-06,122.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-07,128.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-08,124.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-09,128.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-10,121.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-11,121.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2021-12,127.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-01,137.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-02,138.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-03,138.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-04,137.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-05,139.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-06,153.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-07,153.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-08,159.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-09,166.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-10,159.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-11,163.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2022-12,163.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-01,183.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-02,188.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-03,187.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-04,185.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-05,183.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-06,185.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-07,193.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-08,189.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-09,191.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-10,195.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01191,CZ,2023-11,181.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2014-12,91.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-01,91.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-02,96.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-03,99.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-04,103.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-05,96.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-06,101.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-07,102.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-08,95.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-09,102.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-10,102.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-11,103.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2015-12,105.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-01,103.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-02,103.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-03,103.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-04,105.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-05,106.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-06,107.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-07,109.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-08,103.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-09,108.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-10,108.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-11,111.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2016-12,111.3,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-01,110.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-02,110.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-03,111.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-04,107.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-05,111.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-06,113.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-07,113.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-08,114.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-09,106.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-10,111.2,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-11,115.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2017-12,110.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-01,109.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-02,110.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-03,109.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-04,108.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-05,110.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-06,110.0,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-07,109.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-08,113.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-09,108.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-10,106.5,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-11,109.9,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2018-12,112.6,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-01,115.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-02,109.1,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-03,113.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-04,109.8,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-05,109.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-06,111.4,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-07,112.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-08,113.7,
ESTAT:PRC_HICP_MIDX(1.0),19/12/23 11:00:00,M,I15,CP01192,CZ,2019-09,114.6,
